r1t1.txt, Passed
r1t2.txt, Failed
r1t3.txt, Passed
r2t1.txt, Passed
r2t2.txt, Passed
r2t3.txt, Passed
r2t4.txt, Passed
r3t1.txt, Passed
r3t2.txt, Passed
r4t1.txt, Passed
r5t1.txt, Passed
r5t2.txt, Passed
r6t1.txt, Passed
r7t1.txt, Passed
r7t2.txt, Passed
r7t3.txt, Passed
r7t4.txt, Passed
r8t1.txt, Passed
r8t2.txt, Passed
r8t3.txt, Passed
r9t1.txt, Passed
r10t1.txt, Passed
r10t2.txt, Passed
r10t3.txt, Passed
r10t4.txt, Passed
r11t1.txt, Passed
r11t2.txt, Passed
r11t3.txt, Passed
r12t1.txt, Passed
r13t1.txt, Passed
r13t2.txt, Passed
r13t3.txt, Passed
r13t4.txt, Passed
r13t5.txt, Passed
r13t6.txt, Passed
r13t7.txt, Passed
r13t8.txt, Passed
r14t1.txt, Passed
r14t2.txt, Passed
r14t3.txt, Passed
r15t1.txt, Passed
r15t2.txt, Passed
r15t3.txt, Passed
r15t4.txt, Passed
r15t5.txt, Passed
r15t6.txt, Passed
r15t7.txt, Passed
r15t8.txt, Passed
r15t9.txt, Passed
r15t10.txt, Passed
r16t1.txt, Passed
r16t2.txt, Passed
r16t3.txt, Passed
r16t4.txt, Passed
r16t5.txt, Passed
r16t6.txt, Passed
r16t7.txt, Passed
r16t8.txt, Passed
r17t1.txt, Passed
r17t2.txt, Passed
r17t3.txt, Passed
r17t4.txt, Passed
r17t5.txt, Passed
r17t6.txt, Passed
r17t7.txt, Passed
r17t8.txt, Passed
r17t9.txt, Passed
r17t10.txt, Passed
r18t1.txt, Passed
r18t2.txt, Passed
r18t3.txt, Passed
r18t4.txt, Passed
r18t5.txt, Passed
r18t6.txt, Passed
r18t7.txt, Passed
r18t8.txt, Passed
r19t1.txt, Passed
r19t2.txt, Passed
r19t3.txt, Passed
r19t4.txt, Passed
r19t5.txt, Passed
r19t6.txt, Passed
r20t1.txt, Passed
r20t2.txt, Passed
r20t3.txt, Passed
r20t4.txt, Passed
r20t5.txt, Passed
r20t6.txt, Passed
r21t1.txt, Passed
r21t2.txt, Passed
r21t3.txt, Passed
r21t4.txt, Passed
r21t5.txt, Passed
r21t6.txt, Passed
r22t1.txt, Passed
r22t2.txt, Passed
r22t3.txt, Passed
r22t4.txt, Passed
r22t5.txt, Passed
r23t1.txt, Passed
r24t1.txt, Passed
r24t2.txt, Passed
r24t3.txt, Failed
r24t4.txt, Failed
r25t1.txt, Passed
r25t2.txt, Passed
r25t3.txt, Failed
r25t4.txt, Passed
r25t5.txt, Passed
r25t6.txt, Failed
r25t7.txt, Passed
r25t8.txt, Passed
r26t1.txt, Failed
r27t1.txt, Passed
r28t1.txt, Failed
